work_year,job_role,job_category,experience_level,employment_type,work_setting,company_location,company_size,salary_in_usd
2020,Machine Learning Engineer,Data Science,Senior,Full-Time,Remote,India,Medium,122816
2021,Machine Learning Engineer,Engineering,Executive,Contract,In-person,Germany,Large,41631
2021,Statistician,Data Science,Mid-Level,Full-Time,Hybrid,United States,Medium,31125
2021,Data Analyst,Data Science,Senior,Part-Time,Hybrid,Mexico,Large,196481
2020,Data Analyst,Analysis,Executive,Freelance,Hybrid,Japan,Small,80581
2022,Data Scientist,Analysis,Entry-Level,Part-Time,Remote,Japan,Large,52485
2021,Statistician,Data Science,Mid-Level,Contract,In-person,India,Medium,138539
2021,Data Scientist,Data Science,Senior,Full-Time,Remote,Japan,Medium,113554
2021,Statistician,Data Science,Senior,Freelance,Remote,United Kingdom,Small,104398
2021,Data Scientist,Engineering,Entry-Level,Full-Time,Hybrid,Japan,Large,162762
2021,Data Engineer,Engineering,Entry-Level,Full-Time,In-person,China,Small,45740
2022,Machine Learning Engineer,Analysis,Mid-Level,Freelance,In-person,India,Large,118560
2022,Machine Learning Engineer,Engineering,Mid-Level,Freelance,Hybrid,Japan,Medium,115877
2021,Data Analyst,Engineering,Mid-Level,Part-Time,In-person,Germany,Small,39156
2020,Data Engineer,Engineering,Entry-Level,Part-Time,Hybrid,United States,Large,144968
2022,Machine Learning Engineer,Engineering,Senior,Part-Time,Hybrid,China,Medium,198286
2020,Data Analyst,ML/AI,Mid-Level,Part-Time,In-person,China,Medium,126589
2022,Data Engineer,Engineering,Senior,Part-Time,In-person,Germany,Medium,93389
2021,Machine Learning Engineer,Analysis,Entry-Level,Contract,In-person,Mexico,Medium,163880
2022,Data Scientist,Data Science,Executive,Contract,In-person,China,Medium,100938
2021,Statistician,Analysis,Senior,Full-Time,Remote,United Kingdom,Medium,97500
2022,Data Engineer,Engineering,Mid-Level,Full-Time,Hybrid,United Kingdom,Large,90734
2021,Data Analyst,Data Science,Senior,Part-Time,Hybrid,United States,Large,178278
2021,Data Engineer,Data Science,Entry-Level,Full-Time,Hybrid,United States,Small,170701
2021,Data Analyst,Data Science,Mid-Level,Contract,Hybrid,United States,Large,62337
2021,Data Engineer,ML/AI,Executive,Contract,Remote,United States,Small,117095
2020,Data Analyst,Analysis,Mid-Level,Full-Time,In-person,Japan,Large,93829
2021,Machine Learning Engineer,ML/AI,Mid-Level,Part-Time,In-person,China,Large,99830
2020,Data Scientist,Data Science,Mid-Level,Contract,In-person,Germany,Medium,76939
2020,Machine Learning Engineer,Analysis,Senior,Freelance,Hybrid,United Kingdom,Large,42965
2021,Data Scientist,Analysis,Executive,Freelance,Remote,Japan,Large,42228
2020,Machine Learning Engineer,Engineering,Entry-Level,Full-Time,Remote,United States,Large,78419
2022,Machine Learning Engineer,ML/AI,Senior,Part-Time,In-person,India,Medium,126913
2021,Data Engineer,ML/AI,Executive,Full-Time,Hybrid,India,Medium,79229
2020,Statistician,Engineering,Executive,Part-Time,In-person,Germany,Large,173894
2021,Data Analyst,ML/AI,Senior,Part-Time,Hybrid,United Kingdom,Small,60070
2021,Data Analyst,Data Science,Mid-Level,Freelance,In-person,Mexico,Large,154045
2021,Data Analyst,Data Science,Executive,Contract,In-person,United Kingdom,Medium,37135
2020,Data Scientist,ML/AI,Entry-Level,Contract,Remote,Germany,Medium,129093
2022,Data Analyst,Engineering,Senior,Full-Time,Hybrid,Mexico,Small,129626
2022,Data Analyst,Analysis,Executive,Full-Time,Remote,United States,Medium,69441
2020,Data Engineer,ML/AI,Entry-Level,Part-Time,Remote,United States,Medium,146190
2021,Machine Learning Engineer,Analysis,Entry-Level,Contract,In-person,China,Large,179115
2020,Data Analyst,Engineering,Entry-Level,Part-Time,Hybrid,United Kingdom,Small,126108
2020,Statistician,Analysis,Entry-Level,Freelance,Hybrid,United Kingdom,Medium,105043
2020,Data Analyst,Engineering,Senior,Freelance,In-person,United Kingdom,Medium,33062
2021,Data Scientist,Data Science,Entry-Level,Part-Time,In-person,Mexico,Medium,120236
2020,Data Scientist,Data Science,Senior,Part-Time,In-person,United States,Large,82214
2021,Data Scientist,Data Science,Senior,Part-Time,Hybrid,India,Medium,83409
2020,Data Analyst,Engineering,Entry-Level,Part-Time,In-person,Germany,Large,171940
2022,Data Engineer,ML/AI,Senior,Part-Time,In-person,Germany,Small,98089
2020,Statistician,Data Science,Mid-Level,Freelance,Remote,Japan,Large,124047
2020,Data Analyst,Engineering,Executive,Freelance,In-person,Japan,Small,47428
2022,Data Engineer,Analysis,Executive,Freelance,In-person,India,Medium,138283
2021,Data Engineer,Analysis,Senior,Full-Time,Hybrid,United Kingdom,Medium,199461
2021,Data Analyst,ML/AI,Entry-Level,Freelance,In-person,India,Large,64734
2020,Data Analyst,Analysis,Senior,Contract,Hybrid,Mexico,Large,95107
2022,Data Engineer,Engineering,Entry-Level,Contract,Remote,Mexico,Medium,116889
2021,Data Engineer,Engineering,Senior,Part-Time,Remote,Japan,Medium,142168
2020,Data Engineer,Analysis,Executive,Freelance,Hybrid,China,Medium,114170
2022,Data Analyst,Analysis,Senior,Part-Time,In-person,Japan,Medium,172751
2021,Data Engineer,Analysis,Executive,Part-Time,Hybrid,Germany,Small,185789
2021,Data Scientist,Data Science,Entry-Level,Contract,In-person,Mexico,Small,186651
2022,Data Analyst,Engineering,Executive,Contract,In-person,India,Large,64782
2022,Data Scientist,Analysis,Senior,Part-Time,In-person,United States,Small,100160
2022,Machine Learning Engineer,ML/AI,Mid-Level,Contract,Hybrid,Japan,Small,148296
2022,Data Analyst,Data Science,Senior,Part-Time,Remote,Germany,Small,184175
2020,Machine Learning Engineer,ML/AI,Senior,Part-Time,Hybrid,United Kingdom,Medium,83077
2022,Data Engineer,Data Science,Mid-Level,Part-Time,In-person,India,Medium,58534
2021,Data Engineer,ML/AI,Mid-Level,Full-Time,Hybrid,Japan,Medium,68636
2021,Statistician,Data Science,Executive,Contract,Remote,United States,Medium,129108
2020,Data Engineer,Engineering,Mid-Level,Contract,Hybrid,Japan,Medium,80486
2021,Machine Learning Engineer,Data Science,Entry-Level,Freelance,Remote,United States,Small,124096
2021,Data Engineer,Engineering,Executive,Contract,Remote,India,Small,63435
2022,Data Analyst,Engineering,Senior,Freelance,In-person,China,Small,63152
2021,Data Engineer,ML/AI,Entry-Level,Part-Time,Remote,United States,Small,139620
2020,Statistician,Data Science,Senior,Full-Time,Hybrid,United States,Small,88952
2022,Data Engineer,ML/AI,Mid-Level,Part-Time,Hybrid,Germany,Large,49638
2022,Machine Learning Engineer,Analysis,Mid-Level,Part-Time,In-person,China,Large,147436
2020,Machine Learning Engineer,Data Science,Executive,Part-Time,Hybrid,India,Small,46396
2022,Data Engineer,ML/AI,Senior,Freelance,In-person,Japan,Small,187855
2022,Machine Learning Engineer,ML/AI,Senior,Full-Time,Hybrid,China,Large,166475
2020,Machine Learning Engineer,ML/AI,Entry-Level,Part-Time,Hybrid,United Kingdom,Small,53838
2022,Statistician,Data Science,Entry-Level,Freelance,Remote,India,Large,68919
2020,Data Analyst,Analysis,Entry-Level,Part-Time,Remote,China,Medium,107895
2020,Statistician,ML/AI,Senior,Full-Time,Remote,India,Large,77995
2021,Data Scientist,Analysis,Executive,Part-Time,Hybrid,United Kingdom,Medium,183686
2021,Statistician,Engineering,Executive,Part-Time,In-person,Japan,Medium,105593
2022,Data Engineer,ML/AI,Entry-Level,Contract,In-person,Mexico,Small,161172
2022,Data Analyst,ML/AI,Executive,Freelance,In-person,Germany,Large,124191
2020,Data Engineer,Engineering,Mid-Level,Full-Time,Remote,China,Large,100514
2022,Data Scientist,Engineering,Mid-Level,Freelance,Hybrid,Japan,Small,40988
2020,Data Analyst,Analysis,Senior,Contract,Remote,United Kingdom,Medium,149392
2020,Machine Learning Engineer,Data Science,Mid-Level,Part-Time,Hybrid,Japan,Medium,145137
2022,Statistician,Data Science,Executive,Full-Time,Hybrid,India,Large,107229
2020,Data Engineer,ML/AI,Mid-Level,Full-Time,Hybrid,Germany,Small,131471
2021,Data Scientist,Data Science,Mid-Level,Freelance,Remote,United States,Small,68148
2022,Machine Learning Engineer,ML/AI,Mid-Level,Part-Time,Hybrid,China,Large,174895
2021,Statistician,Analysis,Mid-Level,Contract,Remote,Japan,Medium,54696
2022,Machine Learning Engineer,Engineering,Mid-Level,Part-Time,Remote,United States,Medium,41629
2020,Statistician,ML/AI,Senior,Freelance,Hybrid,Germany,Small,164928
2022,Data Analyst,Engineering,Senior,Full-Time,Hybrid,Mexico,Medium,61051
2021,Machine Learning Engineer,Data Science,Mid-Level,Full-Time,Hybrid,United States,Medium,63469
2020,Machine Learning Engineer,Engineering,Mid-Level,Part-Time,Remote,Japan,Medium,102372
2022,Machine Learning Engineer,Analysis,Executive,Part-Time,Hybrid,United Kingdom,Large,73406
2022,Data Analyst,Analysis,Mid-Level,Part-Time,Hybrid,China,Small,117754
2022,Data Scientist,Engineering,Entry-Level,Part-Time,In-person,India,Large,65017
2021,Statistician,Analysis,Senior,Contract,In-person,Mexico,Large,40705
2021,Machine Learning Engineer,Analysis,Mid-Level,Contract,In-person,India,Medium,180678
2022,Data Analyst,Data Science,Senior,Contract,Hybrid,China,Small,116911
2020,Data Scientist,Data Science,Mid-Level,Contract,Remote,United States,Small,122469
2020,Statistician,Analysis,Entry-Level,Freelance,In-person,India,Small,103654
2021,Data Analyst,ML/AI,Mid-Level,Full-Time,Remote,China,Medium,196391
2020,Statistician,Engineering,Senior,Full-Time,In-person,China,Small,122185
2021,Machine Learning Engineer,Engineering,Senior,Freelance,In-person,India,Small,75318
2022,Data Scientist,Analysis,Senior,Freelance,Remote,United Kingdom,Medium,163286
2021,Data Analyst,Engineering,Executive,Contract,In-person,United States,Medium,104070
2021,Data Scientist,Data Science,Senior,Part-Time,Remote,United Kingdom,Large,79869
2022,Machine Learning Engineer,Analysis,Mid-Level,Full-Time,Hybrid,United Kingdom,Large,196300
2020,Data Scientist,Analysis,Entry-Level,Freelance,Hybrid,Germany,Small,33255
2021,Data Scientist,Data Science,Senior,Part-Time,Remote,United States,Large,150478
2021,Data Engineer,Engineering,Mid-Level,Contract,Remote,Mexico,Medium,57841
2022,Data Scientist,Engineering,Executive,Freelance,Hybrid,United Kingdom,Large,35334
2020,Statistician,Analysis,Mid-Level,Full-Time,Remote,Japan,Medium,135134
2021,Data Analyst,ML/AI,Senior,Full-Time,Hybrid,India,Small,70522
2022,Data Engineer,Engineering,Executive,Full-Time,Hybrid,United States,Small,60697
2021,Data Analyst,Engineering,Mid-Level,Freelance,Remote,Germany,Small,171794
2022,Data Analyst,Analysis,Executive,Full-Time,In-person,United Kingdom,Large,131936
2020,Machine Learning Engineer,ML/AI,Entry-Level,Contract,Remote,Japan,Small,153935
2020,Machine Learning Engineer,ML/AI,Mid-Level,Full-Time,Hybrid,India,Small,46029
2020,Data Engineer,Engineering,Mid-Level,Contract,In-person,India,Large,95550
2020,Machine Learning Engineer,Analysis,Entry-Level,Full-Time,In-person,Mexico,Small,169280
2021,Machine Learning Engineer,Analysis,Executive,Contract,Hybrid,Japan,Large,105507
2021,Machine Learning Engineer,Analysis,Entry-Level,Freelance,In-person,United States,Large,118719
2020,Data Analyst,ML/AI,Executive,Contract,In-person,India,Small,118499
2020,Data Engineer,Analysis,Mid-Level,Freelance,Remote,India,Small,131383
2020,Data Analyst,Engineering,Executive,Part-Time,Hybrid,India,Large,169199
2021,Statistician,Analysis,Executive,Contract,In-person,China,Large,45646
2020,Data Analyst,ML/AI,Senior,Freelance,Hybrid,United Kingdom,Medium,52713
2020,Statistician,Data Science,Senior,Part-Time,Remote,United Kingdom,Small,62267
2020,Data Scientist,Data Science,Entry-Level,Full-Time,Remote,India,Medium,33864
2022,Data Scientist,Analysis,Entry-Level,Part-Time,Remote,Germany,Large,106197
2020,Statistician,Data Science,Entry-Level,Contract,In-person,China,Medium,193631
2022,Statistician,Analysis,Senior,Part-Time,Remote,India,Large,147201
2022,Data Analyst,ML/AI,Mid-Level,Full-Time,Hybrid,United States,Medium,102246
2020,Statistician,Data Science,Mid-Level,Part-Time,Remote,Mexico,Large,192434
2022,Data Engineer,Engineering,Executive,Contract,In-person,Mexico,Large,62380
2020,Data Scientist,Analysis,Entry-Level,Contract,Remote,China,Large,71284
2021,Data Scientist,Analysis,Executive,Freelance,In-person,Germany,Small,148178
2021,Statistician,ML/AI,Entry-Level,Full-Time,Hybrid,United States,Large,153556
2021,Machine Learning Engineer,Analysis,Senior,Full-Time,Remote,Japan,Small,85277
2021,Machine Learning Engineer,Data Science,Executive,Part-Time,Remote,Japan,Large,45316
2022,Statistician,Engineering,Mid-Level,Full-Time,Hybrid,United Kingdom,Medium,185535
2020,Data Engineer,Engineering,Entry-Level,Contract,Hybrid,China,Large,165960
2020,Machine Learning Engineer,ML/AI,Entry-Level,Part-Time,In-person,United Kingdom,Large,41325
2020,Statistician,Analysis,Senior,Freelance,Remote,United Kingdom,Medium,180160
2021,Data Engineer,ML/AI,Mid-Level,Part-Time,Remote,China,Large,104922
2021,Data Engineer,Engineering,Entry-Level,Part-Time,Remote,Mexico,Large,143949
2020,Data Analyst,Engineering,Entry-Level,Freelance,Remote,Japan,Large,160856
2021,Data Engineer,Engineering,Senior,Part-Time,Hybrid,China,Medium,134564
2020,Machine Learning Engineer,Data Science,Entry-Level,Full-Time,Remote,United States,Large,106803
2020,Machine Learning Engineer,Analysis,Executive,Part-Time,Remote,Germany,Small,45419
2020,Statistician,Engineering,Entry-Level,Part-Time,Remote,United Kingdom,Small,75854
2020,Statistician,Data Science,Mid-Level,Part-Time,In-person,Mexico,Small,163976
2020,Data Engineer,ML/AI,Senior,Contract,In-person,Japan,Small,139796
2020,Data Scientist,Engineering,Mid-Level,Contract,In-person,United Kingdom,Medium,129427
2020,Data Analyst,ML/AI,Senior,Full-Time,Hybrid,Mexico,Large,110535
2021,Data Scientist,Data Science,Executive,Freelance,Hybrid,India,Large,118855
2020,Data Engineer,ML/AI,Mid-Level,Contract,Hybrid,Germany,Large,181772
2020,Data Engineer,Engineering,Executive,Contract,Remote,United States,Large,57633
2021,Data Scientist,Analysis,Senior,Full-Time,Remote,United Kingdom,Medium,146958
2021,Data Analyst,ML/AI,Senior,Full-Time,Hybrid,India,Large,54055
2021,Data Scientist,Engineering,Entry-Level,Freelance,In-person,India,Small,179714
2020,Statistician,Engineering,Senior,Part-Time,Remote,Mexico,Small,164718
2022,Machine Learning Engineer,Data Science,Senior,Part-Time,In-person,Germany,Medium,174245
2022,Statistician,Engineering,Senior,Freelance,Remote,Japan,Small,37025
2021,Machine Learning Engineer,ML/AI,Senior,Freelance,Remote,Japan,Medium,42549
2022,Data Engineer,Analysis,Mid-Level,Freelance,In-person,United Kingdom,Medium,44853
2021,Data Analyst,ML/AI,Entry-Level,Full-Time,Hybrid,United Kingdom,Medium,91156
2020,Data Scientist,ML/AI,Executive,Part-Time,In-person,Japan,Small,172398
2022,Data Analyst,ML/AI,Senior,Freelance,Hybrid,United States,Medium,164535
2020,Data Scientist,ML/AI,Senior,Freelance,Hybrid,United States,Medium,57163
2022,Statistician,Analysis,Mid-Level,Part-Time,Remote,India,Small,128136
2020,Statistician,Data Science,Entry-Level,Part-Time,Remote,Germany,Medium,153296
2022,Data Scientist,ML/AI,Mid-Level,Full-Time,Remote,United States,Medium,44075
2020,Data Analyst,Data Science,Senior,Contract,Hybrid,United Kingdom,Large,124245
2020,Data Scientist,Engineering,Senior,Contract,Hybrid,Mexico,Large,73315
2022,Data Engineer,Engineering,Entry-Level,Full-Time,In-person,United States,Small,133245
2020,Statistician,ML/AI,Entry-Level,Full-Time,Remote,Germany,Small,46010
2020,Data Engineer,Engineering,Executive,Part-Time,Remote,United Kingdom,Large,136548
2020,Statistician,Data Science,Mid-Level,Full-Time,Hybrid,Germany,Medium,30605
2022,Statistician,Data Science,Executive,Full-Time,Remote,Japan,Large,197517
2022,Machine Learning Engineer,Engineering,Entry-Level,Freelance,Hybrid,Germany,Large,67315
2020,Data Engineer,ML/AI,Mid-Level,Full-Time,In-person,Germany,Small,38652
2020,Data Engineer,Engineering,Entry-Level,Full-Time,In-person,Germany,Large,193301
2022,Machine Learning Engineer,Data Science,Mid-Level,Freelance,Remote,United Kingdom,Large,191602
2022,Data Analyst,Analysis,Senior,Part-Time,In-person,Germany,Medium,150179
2020,Data Engineer,ML/AI,Executive,Part-Time,Remote,Germany,Small,123439
2020,Data Scientist,Analysis,Executive,Full-Time,Remote,Mexico,Large,110266
2020,Machine Learning Engineer,Engineering,Mid-Level,Full-Time,Hybrid,Mexico,Small,198996
2021,Data Engineer,Engineering,Executive,Contract,Hybrid,China,Large,68541
2022,Data Analyst,Analysis,Entry-Level,Freelance,Remote,China,Medium,94658
2021,Data Engineer,ML/AI,Executive,Contract,In-person,Mexico,Small,86327
2022,Statistician,Data Science,Mid-Level,Full-Time,In-person,India,Medium,123434
2022,Data Scientist,Engineering,Executive,Contract,Remote,United Kingdom,Large,73654
2022,Machine Learning Engineer,ML/AI,Executive,Contract,Remote,China,Small,45930
2022,Statistician,ML/AI,Entry-Level,Part-Time,In-person,Germany,Medium,160682
2022,Data Analyst,Engineering,Senior,Freelance,In-person,United States,Medium,164590
2022,Statistician,Engineering,Entry-Level,Part-Time,Hybrid,Germany,Large,192054
2022,Statistician,ML/AI,Executive,Part-Time,Hybrid,United States,Small,36775
2021,Data Analyst,Data Science,Executive,Contract,In-person,Mexico,Medium,185062
2020,Statistician,Analysis,Senior,Freelance,Hybrid,Mexico,Small,35378
2020,Machine Learning Engineer,Engineering,Senior,Full-Time,Hybrid,Japan,Small,76402
2021,Data Engineer,Analysis,Entry-Level,Freelance,Remote,Japan,Small,109712
2021,Statistician,Data Science,Mid-Level,Part-Time,Hybrid,Mexico,Small,55060
2021,Machine Learning Engineer,Analysis,Entry-Level,Contract,Hybrid,Mexico,Large,157067
2021,Data Engineer,Data Science,Mid-Level,Full-Time,Remote,United Kingdom,Medium,158334
2022,Data Engineer,ML/AI,Executive,Part-Time,In-person,United Kingdom,Small,148684
2020,Statistician,Data Science,Senior,Contract,Hybrid,Mexico,Medium,123104
2022,Machine Learning Engineer,ML/AI,Mid-Level,Part-Time,Hybrid,Japan,Medium,52765
2020,Statistician,Data Science,Mid-Level,Contract,In-person,United Kingdom,Medium,184268
2020,Data Analyst,ML/AI,Entry-Level,Freelance,Hybrid,Mexico,Large,146677
2021,Data Engineer,Data Science,Entry-Level,Part-Time,In-person,United States,Small,176540
2022,Statistician,ML/AI,Senior,Freelance,Remote,United States,Small,124385
2021,Data Engineer,Data Science,Entry-Level,Freelance,In-person,India,Medium,132649
2022,Machine Learning Engineer,ML/AI,Mid-Level,Contract,In-person,United Kingdom,Medium,38174
2020,Data Scientist,Data Science,Mid-Level,Full-Time,In-person,United Kingdom,Large,75820
2021,Statistician,Engineering,Executive,Freelance,Remote,India,Large,156518
2021,Statistician,Analysis,Mid-Level,Part-Time,In-person,Germany,Medium,180170
2020,Data Engineer,ML/AI,Senior,Part-Time,In-person,United States,Small,102582
2020,Machine Learning Engineer,Data Science,Executive,Contract,Remote,Germany,Large,165258
2020,Data Analyst,Engineering,Entry-Level,Freelance,Hybrid,China,Small,46722
2021,Machine Learning Engineer,ML/AI,Executive,Full-Time,Hybrid,India,Large,138157
2022,Statistician,ML/AI,Mid-Level,Full-Time,In-person,China,Small,101504
2021,Data Analyst,ML/AI,Senior,Part-Time,Remote,Mexico,Medium,140760
2022,Machine Learning Engineer,Analysis,Entry-Level,Contract,Remote,China,Large,70452
2021,Data Scientist,Data Science,Entry-Level,Freelance,In-person,United Kingdom,Medium,58270
2021,Data Engineer,Data Science,Mid-Level,Part-Time,In-person,Germany,Large,71129
2020,Machine Learning Engineer,ML/AI,Senior,Contract,Hybrid,United Kingdom,Medium,36387
2022,Machine Learning Engineer,ML/AI,Mid-Level,Full-Time,Hybrid,Mexico,Large,54394
2021,Data Scientist,Data Science,Entry-Level,Part-Time,In-person,India,Small,157113
2021,Statistician,Data Science,Executive,Contract,Remote,Japan,Large,106827
2020,Data Engineer,ML/AI,Mid-Level,Full-Time,In-person,United Kingdom,Small,141110
2020,Machine Learning Engineer,Analysis,Senior,Contract,Remote,China,Small,191165
2022,Data Analyst,Data Science,Senior,Part-Time,Hybrid,Mexico,Large,65241
2021,Machine Learning Engineer,ML/AI,Entry-Level,Freelance,In-person,China,Large,58337
2022,Data Engineer,ML/AI,Mid-Level,Contract,Remote,Germany,Medium,130992
2021,Machine Learning Engineer,Engineering,Executive,Freelance,Hybrid,Germany,Large,34804
2022,Data Scientist,ML/AI,Entry-Level,Part-Time,In-person,India,Small,195130
2020,Machine Learning Engineer,ML/AI,Entry-Level,Full-Time,In-person,Germany,Small,87450
2021,Machine Learning Engineer,ML/AI,Senior,Contract,Hybrid,United States,Small,89529
2022,Data Analyst,ML/AI,Executive,Full-Time,In-person,United Kingdom,Small,152766
2020,Data Scientist,ML/AI,Senior,Freelance,Hybrid,Mexico,Medium,61334
2020,Data Scientist,Data Science,Executive,Freelance,Remote,Mexico,Large,93452
2022,Machine Learning Engineer,ML/AI,Executive,Full-Time,In-person,China,Small,167583
2021,Data Analyst,Engineering,Entry-Level,Part-Time,Hybrid,United States,Large,137018
2021,Machine Learning Engineer,ML/AI,Executive,Freelance,Hybrid,India,Medium,69440
2020,Machine Learning Engineer,Engineering,Mid-Level,Part-Time,Remote,China,Small,93118
2021,Data Engineer,Data Science,Mid-Level,Full-Time,In-person,United States,Small,115263
2021,Data Engineer,Analysis,Entry-Level,Part-Time,Hybrid,Mexico,Medium,156775
2021,Data Analyst,ML/AI,Executive,Freelance,Hybrid,United States,Medium,79217
2020,Statistician,Data Science,Mid-Level,Full-Time,Hybrid,Mexico,Large,192211
2022,Data Engineer,Data Science,Mid-Level,Part-Time,In-person,China,Large,98517
2021,Statistician,Analysis,Mid-Level,Part-Time,In-person,United Kingdom,Medium,173857
2020,Data Scientist,ML/AI,Entry-Level,Contract,Remote,United Kingdom,Medium,84740
2020,Data Engineer,Engineering,Mid-Level,Freelance,Remote,Japan,Large,131119
2022,Data Engineer,Analysis,Mid-Level,Contract,Remote,United States,Small,43950
2021,Data Analyst,Engineering,Mid-Level,Part-Time,In-person,United Kingdom,Large,102209
2021,Statistician,Engineering,Senior,Freelance,Hybrid,Mexico,Medium,97278
2022,Data Engineer,Analysis,Mid-Level,Full-Time,In-person,United States,Medium,68488
2022,Data Engineer,Engineering,Executive,Full-Time,In-person,United States,Small,66277
2020,Data Analyst,Data Science,Mid-Level,Full-Time,In-person,India,Medium,33534
2020,Data Analyst,Analysis,Senior,Part-Time,Remote,India,Large,110221
2022,Statistician,ML/AI,Entry-Level,Part-Time,Hybrid,China,Small,101121
2021,Data Scientist,ML/AI,Entry-Level,Full-Time,In-person,United States,Medium,104090
2020,Data Scientist,Data Science,Executive,Contract,Remote,India,Large,139777
2020,Machine Learning Engineer,ML/AI,Mid-Level,Contract,In-person,Mexico,Large,31634
2021,Data Engineer,ML/AI,Mid-Level,Freelance,Hybrid,China,Small,46908
2020,Statistician,Analysis,Senior,Freelance,Remote,United Kingdom,Large,182382
2021,Data Engineer,Data Science,Senior,Full-Time,In-person,United States,Small,110653
2021,Statistician,Analysis,Executive,Part-Time,Remote,India,Large,97258
2021,Statistician,Data Science,Executive,Part-Time,Hybrid,United Kingdom,Medium,99400
2022,Statistician,Analysis,Mid-Level,Freelance,Hybrid,United States,Small,146107
2022,Data Engineer,Analysis,Mid-Level,Full-Time,Remote,China,Large,159468
2022,Data Analyst,Engineering,Executive,Freelance,In-person,United States,Small,142436
2021,Data Engineer,ML/AI,Entry-Level,Contract,Hybrid,India,Large,61131
2021,Statistician,Data Science,Entry-Level,Full-Time,Hybrid,United Kingdom,Small,181458
2022,Machine Learning Engineer,ML/AI,Entry-Level,Full-Time,In-person,United States,Medium,91760
2020,Data Scientist,Data Science,Executive,Full-Time,Remote,United States,Large,97370
2021,Statistician,Data Science,Executive,Contract,Remote,Mexico,Small,159841
2020,Machine Learning Engineer,Engineering,Senior,Full-Time,In-person,China,Medium,84470
2020,Data Analyst,Analysis,Executive,Freelance,Hybrid,Japan,Large,149688
2021,Statistician,Data Science,Senior,Contract,Hybrid,United States,Small,83283
2021,Machine Learning Engineer,Engineering,Entry-Level,Part-Time,In-person,Japan,Small,160263
2020,Statistician,Engineering,Mid-Level,Freelance,In-person,Japan,Medium,163425
2020,Data Engineer,Analysis,Entry-Level,Freelance,Remote,United Kingdom,Medium,43878
2022,Machine Learning Engineer,ML/AI,Executive,Freelance,Remote,Germany,Large,147743
2022,Data Engineer,Engineering,Mid-Level,Contract,In-person,China,Small,106668
2021,Data Engineer,ML/AI,Mid-Level,Freelance,Hybrid,Japan,Medium,38203
2022,Machine Learning Engineer,Analysis,Entry-Level,Contract,Remote,United Kingdom,Small,40322
2022,Data Scientist,Data Science,Entry-Level,Full-Time,In-person,China,Large,106831
2022,Machine Learning Engineer,Engineering,Mid-Level,Part-Time,Hybrid,Mexico,Large,65925
2022,Data Scientist,ML/AI,Senior,Full-Time,Remote,India,Large,52247
2020,Statistician,Analysis,Executive,Freelance,In-person,Japan,Large,137930
2021,Statistician,Data Science,Entry-Level,Contract,In-person,Germany,Large,178412
2022,Machine Learning Engineer,Engineering,Executive,Contract,Hybrid,India,Medium,149496
2020,Statistician,Data Science,Mid-Level,Full-Time,Hybrid,China,Medium,183594
2020,Data Analyst,Engineering,Executive,Freelance,In-person,Japan,Small,107631
2020,Data Engineer,ML/AI,Mid-Level,Part-Time,Hybrid,Mexico,Medium,76335
2022,Data Engineer,Analysis,Executive,Contract,In-person,Japan,Medium,118961
2022,Data Scientist,Data Science,Senior,Contract,Hybrid,Germany,Small,64723
2021,Statistician,ML/AI,Senior,Freelance,Hybrid,United States,Small,34991
2022,Data Scientist,Engineering,Entry-Level,Contract,Remote,Germany,Small,197905
2022,Data Engineer,Engineering,Mid-Level,Freelance,Remote,Mexico,Small,177139
2020,Data Engineer,Engineering,Entry-Level,Freelance,Hybrid,United Kingdom,Medium,43763
2021,Statistician,Data Science,Entry-Level,Part-Time,In-person,United Kingdom,Medium,74863
2022,Data Analyst,Data Science,Mid-Level,Freelance,Hybrid,Mexico,Medium,47408
2022,Data Analyst,Data Science,Senior,Full-Time,Remote,Mexico,Small,186248
2020,Statistician,Data Science,Mid-Level,Part-Time,In-person,Mexico,Medium,196169
2020,Statistician,Data Science,Senior,Freelance,Hybrid,Germany,Large,144177
2022,Data Scientist,Engineering,Mid-Level,Freelance,Hybrid,Germany,Medium,196866
2021,Statistician,Data Science,Senior,Part-Time,Hybrid,Germany,Medium,119767
2021,Data Analyst,Data Science,Entry-Level,Contract,Hybrid,Germany,Small,31011
2020,Statistician,Data Science,Entry-Level,Part-Time,Remote,Mexico,Large,184499
2020,Data Scientist,Data Science,Entry-Level,Contract,Remote,Germany,Medium,68392
2022,Data Scientist,Analysis,Senior,Part-Time,Remote,Japan,Small,88990
2020,Data Scientist,Analysis,Mid-Level,Part-Time,Remote,China,Large,176301
2022,Data Scientist,Analysis,Executive,Full-Time,In-person,China,Large,108780
2021,Machine Learning Engineer,Engineering,Senior,Part-Time,In-person,India,Small,186374
2021,Statistician,Engineering,Mid-Level,Full-Time,In-person,United Kingdom,Small,53536
2022,Data Engineer,Engineering,Mid-Level,Freelance,Hybrid,United Kingdom,Small,117746
2020,Statistician,ML/AI,Mid-Level,Contract,In-person,China,Small,35585
2021,Machine Learning Engineer,ML/AI,Senior,Contract,Remote,Mexico,Medium,87210
2020,Data Scientist,Data Science,Mid-Level,Full-Time,Remote,Mexico,Medium,166528
2021,Machine Learning Engineer,ML/AI,Senior,Contract,Hybrid,China,Small,152365
2022,Data Analyst,ML/AI,Mid-Level,Contract,In-person,India,Small,198361
